api_name,example_name,example_url,usage_type,notes
WebGPURenderer,webgpu_compute_texture,https://threejs.org/examples/#webgpu_compute_texture,primary,Core rendering infrastructure
Scene,webgpu_compute_texture,https://threejs.org/examples/#webgpu_compute_texture,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_texture,https://threejs.org/examples/#webgpu_compute_texture,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_texture,https://threejs.org/examples/#webgpu_compute_texture,primary,WebGPU compute shader node
TextGeometry,webgpu_compute_texture,https://threejs.org/examples/#webgpu_compute_texture,secondary,
WebGPURenderer,webgpu_compute_texture_3d,https://threejs.org/examples/#webgpu_compute_texture_3d,primary,Core rendering infrastructure
Scene,webgpu_compute_texture_3d,https://threejs.org/examples/#webgpu_compute_texture_3d,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_texture_3d,https://threejs.org/examples/#webgpu_compute_texture_3d,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_texture_3d,https://threejs.org/examples/#webgpu_compute_texture_3d,primary,WebGPU compute shader node
TextGeometry,webgpu_compute_texture_3d,https://threejs.org/examples/#webgpu_compute_texture_3d,secondary,
WebGPURenderer,webgpu_compute_texture_pingpong,https://threejs.org/examples/#webgpu_compute_texture_pingpong,primary,Core rendering infrastructure
Scene,webgpu_compute_texture_pingpong,https://threejs.org/examples/#webgpu_compute_texture_pingpong,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_texture_pingpong,https://threejs.org/examples/#webgpu_compute_texture_pingpong,primary,PerspectiveCamera view projection
ComputeNode,webgpu_compute_texture_pingpong,https://threejs.org/examples/#webgpu_compute_texture_pingpong,primary,WebGPU compute shader node
TextGeometry,webgpu_compute_texture_pingpong,https://threejs.org/examples/#webgpu_compute_texture_pingpong,secondary,
WebGPURenderer,webgpu_compute_water,https://threejs.org/examples/#webgpu_compute_water,primary,Core rendering infrastructure
Scene,webgpu_compute_water,https://threejs.org/examples/#webgpu_compute_water,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_compute_water,https://threejs.org/examples/#webgpu_compute_water,primary,PerspectiveCamera view projection
Water,webgpu_compute_water,https://threejs.org/examples/#webgpu_compute_water,primary,Water surface simulation
ComputeNode,webgpu_compute_water,https://threejs.org/examples/#webgpu_compute_water,primary,WebGPU compute shader node
WebGPURenderer,webgpu_cubemap_adjustments,https://threejs.org/examples/#webgpu_cubemap_adjustments,primary,Core rendering infrastructure
Scene,webgpu_cubemap_adjustments,https://threejs.org/examples/#webgpu_cubemap_adjustments,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_cubemap_adjustments,https://threejs.org/examples/#webgpu_cubemap_adjustments,primary,PerspectiveCamera view projection
CubeTextureLoader,webgpu_cubemap_adjustments,https://threejs.org/examples/#webgpu_cubemap_adjustments,primary,Loads CubeTexture format assets
WebGPURenderer,webgpu_cubemap_dynamic,https://threejs.org/examples/#webgpu_cubemap_dynamic,primary,Core rendering infrastructure
Scene,webgpu_cubemap_dynamic,https://threejs.org/examples/#webgpu_cubemap_dynamic,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_cubemap_dynamic,https://threejs.org/examples/#webgpu_cubemap_dynamic,primary,PerspectiveCamera view projection
CubeTextureLoader,webgpu_cubemap_dynamic,https://threejs.org/examples/#webgpu_cubemap_dynamic,primary,Loads CubeTexture format assets
WebGPURenderer,webgpu_cubemap_mix,https://threejs.org/examples/#webgpu_cubemap_mix,primary,Core rendering infrastructure
Scene,webgpu_cubemap_mix,https://threejs.org/examples/#webgpu_cubemap_mix,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_cubemap_mix,https://threejs.org/examples/#webgpu_cubemap_mix,primary,PerspectiveCamera view projection
CubeTextureLoader,webgpu_cubemap_mix,https://threejs.org/examples/#webgpu_cubemap_mix,primary,Loads CubeTexture format assets
WebGPURenderer,webgpu_custom_fog,https://threejs.org/examples/#webgpu_custom_fog,primary,Core rendering infrastructure
Scene,webgpu_custom_fog,https://threejs.org/examples/#webgpu_custom_fog,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_custom_fog,https://threejs.org/examples/#webgpu_custom_fog,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_custom_fog_background,https://threejs.org/examples/#webgpu_custom_fog_background,primary,Core rendering infrastructure
Scene,webgpu_custom_fog_background,https://threejs.org/examples/#webgpu_custom_fog_background,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_custom_fog_background,https://threejs.org/examples/#webgpu_custom_fog_background,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_custom_fog_scattering,https://threejs.org/examples/#webgpu_custom_fog_scattering,primary,Core rendering infrastructure
Scene,webgpu_custom_fog_scattering,https://threejs.org/examples/#webgpu_custom_fog_scattering,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_custom_fog_scattering,https://threejs.org/examples/#webgpu_custom_fog_scattering,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_depth_texture,https://threejs.org/examples/#webgpu_depth_texture,primary,Core rendering infrastructure
Scene,webgpu_depth_texture,https://threejs.org/examples/#webgpu_depth_texture,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_depth_texture,https://threejs.org/examples/#webgpu_depth_texture,primary,PerspectiveCamera view projection
TextGeometry,webgpu_depth_texture,https://threejs.org/examples/#webgpu_depth_texture,secondary,
WebGPURenderer,webgpu_display_stereo,https://threejs.org/examples/#webgpu_display_stereo,primary,Core rendering infrastructure
Scene,webgpu_display_stereo,https://threejs.org/examples/#webgpu_display_stereo,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_display_stereo,https://threejs.org/examples/#webgpu_display_stereo,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_equirectangular,https://threejs.org/examples/#webgpu_equirectangular,primary,Core rendering infrastructure
Scene,webgpu_equirectangular,https://threejs.org/examples/#webgpu_equirectangular,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_equirectangular,https://threejs.org/examples/#webgpu_equirectangular,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_fog_height,https://threejs.org/examples/#webgpu_fog_height,primary,Core rendering infrastructure
Scene,webgpu_fog_height,https://threejs.org/examples/#webgpu_fog_height,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_fog_height,https://threejs.org/examples/#webgpu_fog_height,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_hdr,https://threejs.org/examples/#webgpu_hdr,primary,Core rendering infrastructure
Scene,webgpu_hdr,https://threejs.org/examples/#webgpu_hdr,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_hdr,https://threejs.org/examples/#webgpu_hdr,primary,PerspectiveCamera view projection
RGBELoader,webgpu_hdr,https://threejs.org/examples/#webgpu_hdr,primary,Loads RGBE format assets
WebGPURenderer,webgpu_instance_mesh,https://threejs.org/examples/#webgpu_instance_mesh,primary,Core rendering infrastructure
Scene,webgpu_instance_mesh,https://threejs.org/examples/#webgpu_instance_mesh,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_instance_mesh,https://threejs.org/examples/#webgpu_instance_mesh,primary,PerspectiveCamera view projection
InstancedMesh,webgpu_instance_mesh,https://threejs.org/examples/#webgpu_instance_mesh,primary,GPU instanced rendering of identical geometries
WebGPURenderer,webgpu_instance_path,https://threejs.org/examples/#webgpu_instance_path,primary,Core rendering infrastructure
Scene,webgpu_instance_path,https://threejs.org/examples/#webgpu_instance_path,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_instance_path,https://threejs.org/examples/#webgpu_instance_path,primary,PerspectiveCamera view projection
InstancedMesh,webgpu_instance_path,https://threejs.org/examples/#webgpu_instance_path,primary,GPU instanced rendering of identical geometries
WebGPURenderer,webgpu_instance_points,https://threejs.org/examples/#webgpu_instance_points,primary,Core rendering infrastructure
Scene,webgpu_instance_points,https://threejs.org/examples/#webgpu_instance_points,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_instance_points,https://threejs.org/examples/#webgpu_instance_points,primary,PerspectiveCamera view projection
InstancedMesh,webgpu_instance_points,https://threejs.org/examples/#webgpu_instance_points,primary,GPU instanced rendering of identical geometries
Points,webgpu_instance_points,https://threejs.org/examples/#webgpu_instance_points,secondary,
WebGPURenderer,webgpu_instance_sprites,https://threejs.org/examples/#webgpu_instance_sprites,primary,Core rendering infrastructure
Scene,webgpu_instance_sprites,https://threejs.org/examples/#webgpu_instance_sprites,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_instance_sprites,https://threejs.org/examples/#webgpu_instance_sprites,primary,PerspectiveCamera view projection
InstancedMesh,webgpu_instance_sprites,https://threejs.org/examples/#webgpu_instance_sprites,primary,GPU instanced rendering of identical geometries
Sprite,webgpu_instance_sprites,https://threejs.org/examples/#webgpu_instance_sprites,secondary,
WebGPURenderer,webgpu_instance_uniform,https://threejs.org/examples/#webgpu_instance_uniform,primary,Core rendering infrastructure
Scene,webgpu_instance_uniform,https://threejs.org/examples/#webgpu_instance_uniform,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_instance_uniform,https://threejs.org/examples/#webgpu_instance_uniform,primary,PerspectiveCamera view projection
InstancedMesh,webgpu_instance_uniform,https://threejs.org/examples/#webgpu_instance_uniform,primary,GPU instanced rendering of identical geometries
WebGPURenderer,webgpu_instancing_morph,https://threejs.org/examples/#webgpu_instancing_morph,primary,Core rendering infrastructure
Scene,webgpu_instancing_morph,https://threejs.org/examples/#webgpu_instancing_morph,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_instancing_morph,https://threejs.org/examples/#webgpu_instancing_morph,primary,PerspectiveCamera view projection
InstancedMesh,webgpu_instancing_morph,https://threejs.org/examples/#webgpu_instancing_morph,primary,GPU instanced rendering of identical geometries
WebGPURenderer,webgpu_layers,https://threejs.org/examples/#webgpu_layers,primary,Core rendering infrastructure
Scene,webgpu_layers,https://threejs.org/examples/#webgpu_layers,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_layers,https://threejs.org/examples/#webgpu_layers,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_lensflares,https://threejs.org/examples/#webgpu_lensflares,primary,Core rendering infrastructure
Scene,webgpu_lensflares,https://threejs.org/examples/#webgpu_lensflares,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_lensflares,https://threejs.org/examples/#webgpu_lensflares,primary,PerspectiveCamera view projection
Lensflare,webgpu_lensflares,https://threejs.org/examples/#webgpu_lensflares,secondary,
WebGPURenderer,webgpu_lightprobe,https://threejs.org/examples/#webgpu_lightprobe,primary,Core rendering infrastructure
Scene,webgpu_lightprobe,https://threejs.org/examples/#webgpu_lightprobe,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_lightprobe,https://threejs.org/examples/#webgpu_lightprobe,primary,PerspectiveCamera view projection
LightProbe,webgpu_lightprobe,https://threejs.org/examples/#webgpu_lightprobe,secondary,LightProbe illumination
WebGPURenderer,webgpu_lightprobe_cubecamera,https://threejs.org/examples/#webgpu_lightprobe_cubecamera,primary,Core rendering infrastructure
Scene,webgpu_lightprobe_cubecamera,https://threejs.org/examples/#webgpu_lightprobe_cubecamera,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_lightprobe_cubecamera,https://threejs.org/examples/#webgpu_lightprobe_cubecamera,primary,PerspectiveCamera view projection
LightProbe,webgpu_lightprobe_cubecamera,https://threejs.org/examples/#webgpu_lightprobe_cubecamera,secondary,LightProbe illumination
WebGPURenderer,webgpu_lights_custom,https://threejs.org/examples/#webgpu_lights_custom,primary,Core rendering infrastructure
Scene,webgpu_lights_custom,https://threejs.org/examples/#webgpu_lights_custom,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_lights_custom,https://threejs.org/examples/#webgpu_lights_custom,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_lights_ies_spotlight,https://threejs.org/examples/#webgpu_lights_ies_spotlight,primary,Core rendering infrastructure
Scene,webgpu_lights_ies_spotlight,https://threejs.org/examples/#webgpu_lights_ies_spotlight,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_lights_ies_spotlight,https://threejs.org/examples/#webgpu_lights_ies_spotlight,primary,PerspectiveCamera view projection
SpotLight,webgpu_lights_ies_spotlight,https://threejs.org/examples/#webgpu_lights_ies_spotlight,secondary,SpotLight illumination
WebGPURenderer,webgpu_lights_phong,https://threejs.org/examples/#webgpu_lights_phong,primary,Core rendering infrastructure
Scene,webgpu_lights_phong,https://threejs.org/examples/#webgpu_lights_phong,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_lights_phong,https://threejs.org/examples/#webgpu_lights_phong,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_lights_physical,https://threejs.org/examples/#webgpu_lights_physical,primary,Core rendering infrastructure
Scene,webgpu_lights_physical,https://threejs.org/examples/#webgpu_lights_physical,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_lights_physical,https://threejs.org/examples/#webgpu_lights_physical,primary,PerspectiveCamera view projection
WebGPURenderer,webgpu_lights_pointlights,https://threejs.org/examples/#webgpu_lights_pointlights,primary,Core rendering infrastructure
