name,source,category,subcategory,type,url,description,project_tags,domain_tags,production_ready,learning_value,blender_dep,sacred_circuits_relevance,priority_score,related_apis,example_count,notes
p5.js,libhunt-js,Canvas,,library,https://js.libhunt.com/three-js-alternatives,Client-side JS platform for creative coding based on Processing principles,Constellation|Orbs,creative-coding|canvas|education,0.5,0.5,0.0,0.5,0.65,,0,Rapid prototyping for visual experiments
Phaser,libhunt-js,Game Engines,,library,https://js.libhunt.com/phaser-alternatives,Fun free fast 2D game framework for HTML5 games supporting Canvas and WebGL,Orbs|Ritual,game|canvas|webgl|2d,0.5,0.5,0.0,0.5,0.65,,0,Interactive card game mechanics
PlayCanvas,libhunt-js,Game Engines,,library,https://js.libhunt.com/engine-alternatives,Advanced 2D+3D graphics engine with physics animations and VR controller support,Orbs|Ritual,webgl|3d|game-engine|vr,0.5,0.5,0.0,0.5,0.65,,0,WebXR-ready 3D engine
Matter.js,libhunt-js,Game Engines,,library,https://js.libhunt.com/matter-js-alternatives,2D rigid body physics engine for the web,Orbs|Ritual,physics|2d|simulation,0.5,0.5,0.0,0.5,0.65,,0,Card physics interactions
melonJS,libhunt-js,Game Engines,,library,https://js.libhunt.com/compare-melonjs-vs-kaboom,Fresh modern lightweight HTML5 game engine,Orbs,game|2d|html5,0.5,0.5,0.0,0.5,0.65,,0,Lightweight game engine option
KAPLAY,libhunt-js,Game Engines,,library,https://js.libhunt.com/kaplay-alternatives,JavaScript/TypeScript game library that feels like a game (successor to Kaboom.js),Orbs,game|2d|typescript,0.5,0.5,0.0,0.5,0.65,,0,Modern game library
GDevelop,libhunt-js,Game Engines,,library,https://js.libhunt.com/gdevelop-alternatives,Free and easy game-making app with no-code visual editor,Orbs,game|no-code|editor,0.5,0.5,0.0,0.5,0.65,,0,No-code game prototyping
Impact,libhunt-js,Game Engines,,library,https://js.libhunt.com/categories/6583-game-engines,Open source cross-platform game development framework,Orbs,game|2d|framework,0.5,0.5,0.0,0.5,0.65,,0,Legacy game framework
Cocos,libhunt-js,Game Engines,,library,https://js.libhunt.com/compare-cocos-vs-gdevelop,Open source cross-platform game development framework,Orbs,game|cross-platform|3d,0.5,0.5,0.0,0.5,0.65,,0,Cross-platform game engine
GSAP,libhunt-js,Animation,,library,https://js.libhunt.com/greensock-js-alternatives,Robust JavaScript toolset for high-performance animations across CSS SVG Canvas React Vue WebGL,Pantheon|Orbs,animation|performance|timeline,0.5,0.5,0.0,0.5,0.65,,0,Primary animation engine for card reveals and transitions
anime.js,libhunt-js,Animation,,library,https://js.libhunt.com/anime-alternatives,Lightweight JavaScript animation library for the modern web,Pantheon|Orbs,animation|lightweight|svg,0.5,0.5,0.0,0.5,0.65,,0,Card flip and deity entrance animations
Velocity,libhunt-js,Animation,,library,https://js.libhunt.com/velocity-alternatives,Accelerated JavaScript animation library,Pantheon,animation|performance|jquery,0.5,0.5,0.0,0.5,0.65,,0,Fast DOM animation fallback
Mo.js,libhunt-js,Animation,,library,https://js.libhunt.com/greensock-js-alternatives,Motion graphics toolbelt for the web,Pantheon|Constellation,animation|motion-graphics|svg,0.5,0.5,0.0,0.5,0.65,,0,Sacred geometry motion effects
animate.css,libhunt-js,Animation,,library,https://js.libhunt.com/compare-greensock-js-vs-animate-css,Cross-browser library of CSS animations with just-add-water usage,Wall,css|animation|utility,0.5,0.5,0.0,0.5,0.65,,0,Quick UI transition effects
AutoAnimate,libhunt-js,Animation,,library,https://js.libhunt.com/auto-animate-alternatives,Zero-config drop-in animation utility for smooth transitions,Wall|Pantheon,animation|auto|utility,0.5,0.5,0.0,0.5,0.65,,0,Automatic list and layout animations
Effeckt.css,libhunt-js,Animation,,library,https://js.libhunt.com/categories/102-animations,Performant CSS transitions and animations collection,Wall,css|animation|effects,0.5,0.5,0.0,0.5,0.65,,0,Legacy CSS effects library
barba.js,libhunt-js,Animation,,library,https://js.libhunt.com/categories/102-animations,Create badass fluid smooth transitions between pages,Pantheon|Wall,page-transition|smooth|spa,0.5,0.5,0.0,0.5,0.65,,0,Oracle card page transitions
tsParticles,libhunt-js,Animation,,library,https://js.libhunt.com/tsparticles-alternatives,Highly customizable particle effects confetti and fireworks for React Vue Angular Svelte,Orbs|Pantheon,particles|confetti|effects,0.5,0.5,0.0,0.5,0.65,,0,Spirit Sphere particle auras and card reveal effects
particles.js,libhunt-js,Animation,,library,https://js.libhunt.com/particles-js-alternatives,Lightweight JavaScript library for creating particles,Orbs,particles|canvas|background,0.5,0.5,0.0,0.5,0.65,,0,Legacy particle effects (use tsParticles instead)
Dynamic.js,libhunt-js,Animation,,library,https://js.libhunt.com/categories/102-animations,JavaScript library to create physics-based animations,Pantheon|Orbs,animation|physics|dynamics,0.5,0.5,0.0,0.5,0.65,,0,Physics-based deity movement
typicaljs,libhunt-js,Animation,,library,https://js.libhunt.com/typical-alternatives,Animated typing in ~400 bytes of JavaScript,Wall,animation|typing|text,0.5,0.5,0.0,0.5,0.65,,0,Oracle text reveal effect
motus,libhunt-js,Animation,,library,https://js.libhunt.com/motus-alternatives,Animation library that mimics CSS keyframes when scrolling,Wall|Ritual,animation|scroll|keyframes,0.5,0.5,0.0,0.5,0.65,,0,Scroll-driven animations
D3.js,libhunt-js,Data Visualization,,library,https://js.libhunt.com/d3-alternatives,Data-driven documents - visualize data using SVG Canvas and HTML web standards,Constellation,visualization|svg|data|bindng,0.5,0.5,0.0,0.5,0.65,,0,Constellation data visualization foundation
Chart.js,libhunt-js,Data Visualization,,library,https://js.libhunt.com/chart-js-alternatives,Simple HTML5 Charts using the canvas tag,Constellation,chart|canvas|simple,0.5,0.5,0.0,0.5,0.65,,0,Quick chart widgets for dashboards
Apache ECharts,libhunt-js,Data Visualization,,library,https://js.libhunt.com/echarts-alternatives,Free powerful charting and visualization library based on zrender canvas,Constellation,chart|canvas|interactive,0.5,0.5,0.0,0.5,0.65,,0,Rich interactive chart option
Recharts,libhunt-js,Data Visualization,,library,https://js.libhunt.com/recharts-alternatives,Redefined chart library built with React and D3,Constellation|Wall,chart|react|d3,0.5,0.5,0.0,0.5,0.65,,0,React-native charting for oracle dashboards
c3,libhunt-js,Data Visualization,,library,https://js.libhunt.com/c3-alternatives,D3-based reusable chart library for deeper web app integration,Constellation,chart|d3|reusable,0.5,0.5,0.0,0.5,0.65,,0,Lightweight D3 chart wrapper
dc.js,libhunt-js,Data Visualization,,library,https://js.libhunt.com/dc-js-alternatives,Dimensional charting with crossfilter rendered using D3,Constellation,chart|d3|crossfilter,0.5,0.5,0.0,0.5,0.65,,0,Multi-dimensional data exploration
d3plus,libhunt-js,Data Visualization,,library,https://js.libhunt.com/d3plus-alternatives,JavaScript re-usable chart library extending D3 for easy beautiful visualizations,Constellation,chart|d3|easy,0.5,0.5,0.0,0.5,0.65,,0,Simplified D3 charting
cubism,libhunt-js,Data Visualization,,library,https://js.libhunt.com/cubism-alternatives,D3 plugin for visualizing time series from Graphite Cube and other sources,Constellation,timeseries|d3|realtime,0.5,0.5,0.0,0.5,0.65,,0,Real-time time series visualization
Frappe Charts,libhunt-js,Data Visualization,,library,https://js.libhunt.com/charts-alternatives,GitHub-inspired modern and responsive charts with zero dependencies,Constellation,chart|responsive|lightweight,0.5,0.5,0.0,0.5,0.65,,0,Simple modern charts
G2Plot,libhunt-js,Data Visualization,,library,https://js.libhunt.com/g2plot-alternatives,Interactive statistical chart library based on G2,Constellation,chart|statistical|interactive,0.5,0.5,0.0,0.5,0.65,,0,Statistical chart library
victory-chart,libhunt-js,Data Visualization,,library,https://js.libhunt.com/victory-chart-alternatives,React chart component for data visualization,Constellation|Wall,chart|react|modular,0.5,0.5,0.0,0.5,0.65,,0,Modular React charting
react-vis,libhunt-js,Data Visualization,,library,https://js.libhunt.com/react-vis-alternatives,Collection of React components for common data visualization charts,Constellation|Wall,chart|react|uber,0.5,0.5,0.0,0.5,0.65,,0,Uber's React visualization library
Konva.js,libhunt-js,Canvas,,library,https://js.libhunt.com/compare-konva-vs-pixi-js,HTML5 Canvas JavaScript framework for interactive desktop and mobile apps,Constellation|Orbs,canvas|interactive|2d,0.5,0.5,0.0,0.5,0.65,,0,Interactive canvas for card design tool
Paper.js,libhunt-js,Canvas,,library,https://js.libhunt.com/pixi-js-alternatives,Swiss Army Knife of Vector Graphics Scripting - Scriptographer for the browser,Constellation,canvas|vector|scripting,0.5,0.5,0.0,0.5,0.65,,0,Vector graphics and path animations
fabric.js,libhunt-js,Canvas,,library,https://js.libhunt.com/libs/canvas,JavaScript canvas library with SVG-to-canvas and canvas-to-SVG parser,Constellation|Orbs,canvas|svg|editor,0.5,0.5,0.0,0.5,0.65,,0,Canvas-based card design editor
two.js,libhunt-js,Canvas,,library,https://js.libhunt.com/two-js-alternatives,Renderer-agnostic 2D drawing API for SVG Canvas and WebGL,Constellation|Orbs,2d|svg|canvas|webgl,0.5,0.5,0.0,0.5,0.65,,0,Multi-renderer 2D graphics
react-canvas,libhunt-js,Canvas,,library,https://js.libhunt.com/compare-react-canvas-vs-pixi-js,High-performance canvas rendering for React components,Wall|Constellation,canvas|react|performance,0.5,0.5,0.0,0.5,0.65,,0,React canvas rendering
SVG.js,libhunt-js,SVG,,library,https://js.libhunt.com/libs/svg,Lightweight library for manipulating and animating SVG,Constellation,svg|animation|manipulation,0.5,0.5,0.0,0.5,0.65,,0,Sacred geometry SVG rendering
Snap.svg,libhunt-js,SVG,,library,https://js.libhunt.com/libs/svg,JavaScript SVG library for the modern web,Constellation,svg|animation|adobe,0.5,0.5,0.0,0.5,0.65,,0,SVG animation and manipulation
Raphael,libhunt-js,SVG,,library,https://js.libhunt.com/libs/svg,Cross-browser JavaScript vector graphics library using SVG and VML,Constellation,svg|vector|cross-browser,0.5,0.5,0.0,0.5,0.65,,0,Legacy SVG library
Leaflet,libhunt-js,Maps,,library,https://js.libhunt.com/leaflet-alternatives,Open-source JavaScript library for mobile-friendly interactive maps,Constellation,maps|interactive|mobile,0.5,0.5,0.0,0.5,0.65,,0,Interactive map visualizations
CesiumJS,libhunt-js,Maps,,library,https://js.libhunt.com/cesium-alternatives,JavaScript library for 3D globes and 2D maps using WebGL without plugins,Orbs|Constellation,maps|3d|globe|webgl,0.5,0.5,0.0,0.5,0.65,,0,3D globe for mythology world map
OpenGlobus,libhunt-js,Maps,,library,https://js.libhunt.com/openglobus-alternatives,Open-source JS/TS library for virtual globes and geospatial data visualization,Orbs|Constellation,maps|globe|webgl|terrain,0.5,0.5,0.0,0.5,0.65,,0,Lightweight 3D globe alternative
mapbox.js,libhunt-js,Maps,,library,https://js.libhunt.com/compare-mapbox-js-vs-cesium,Mapbox JavaScript API as Leaflet plugin,Constellation,maps|tiles|styling,0.5,0.5,0.0,0.5,0.65,,0,Styled map layers
OpenLayers,libhunt-js,Maps,,library,https://js.libhunt.com/leaflet-alternatives,High-performance map library for web applications,Constellation,maps|gis|vector,0.5,0.5,0.0,0.5,0.65,,0,Full-featured GIS mapping
H3.js,libhunt-js,Maps,,library,https://js.libhunt.com/h3-alternatives,Hexagonal hierarchical geospatial indexing system,Constellation,maps|hexagonal|spatial,0.5,0.5,0.0,0.5,0.65,,0,Geospatial data indexing
Turf.js,libhunt-js,Maps,,library,https://js.libhunt.com/turf-alternatives,Advanced geospatial analysis for browsers and Node.js,Constellation,maps|geospatial|analysis,0.5,0.5,0.0,0.5,0.65,,0,Spatial analysis utilities
ScrollMagic,libhunt-js,Scroll,,library,https://js.libhunt.com/scrollmagic-alternatives,Magical scroll interactions - trigger animations based on scroll position,Ritual|Pantheon,scroll|animation|parallax,0.5,0.5,0.0,0.5,0.65,,0,Scroll-triggered oracle reveals
locomotive-scroll,libhunt-js,Scroll,,library,https://js.libhunt.com/locomotive-scroll-alternatives,Detection of elements in viewport with smooth scrolling and parallax,Ritual|Wall,scroll|smooth|parallax,0.5,0.5,0.0,0.5,0.65,,0,Smooth scrolling for card gallery
skrollr,libhunt-js,Scroll,,library,https://js.libhunt.com/skrollr-alternatives,Stand-alone parallax scrolling JavaScript library for mobile and desktop,Ritual,scroll|parallax|standalone,0.5,0.5,0.0,0.5,0.65,,0,Legacy parallax scrolling
parallax,libhunt-js,Scroll,,library,https://js.libhunt.com/parallax-alternatives,Simple interactive parallax scrolling effect,Ritual|Wall,scroll|parallax|simple,0.5,0.5,0.0,0.5,0.65,,0,Card depth parallax
simpleParallax,libhunt-js,Scroll,,library,https://js.libhunt.com/simpleparallax-alternatives,Easy way to add parallax animations on images,Ritual|Wall,scroll|parallax|image,0.5,0.5,0.0,0.5,0.65,,0,Image parallax effects
Rellax,libhunt-js,Scroll,,library,https://js.libhunt.com/scrollmagic-alternatives,Lightweight vanilla JavaScript parallax library,Ritual|Wall,scroll|parallax|lightweight,0.5,0.5,0.0,0.5,0.65,,0,Lightweight parallax option
iScroll,libhunt-js,Scroll,,library,https://js.libhunt.com/categories/93-scroll,High performance small footprint dependency-free multi-platform scroller,Wall,scroll|mobile|touch,0.5,0.5,0.0,0.5,0.65,,0,Mobile scroll optimization
Trig.js,libhunt-js,Scroll,,library,https://js.libhunt.com/trig-js-alternatives,Lightweight CSS scroll animations that react to element position,Ritual|Wall,scroll|css|trigger,0.5,0.5,0.0,0.5,0.65,,0,CSS scroll triggers
hammer.js,libhunt-js,Gesture/Interaction,,library,https://js.libhunt.com/hammer-js-alternatives,JavaScript library for detecting touch gestures,Ritual,touch|gesture|mobile,0.5,0.5,0.0,0.5,0.65,,0,Card swipe and touch interactions
Dragula,libhunt-js,Gesture/Interaction,,library,https://js.libhunt.com/compare-hammer-js-vs-dragula,Drag and drop so simple it hurts,Ritual|Wall,drag-drop|simple|dom,0.5,0.5,0.0,0.5,0.65,,0,Card drag-and-drop sorting
touchemulator,libhunt-js,Gesture/Interaction,,library,https://js.libhunt.com/touchemulator-alternatives,Emulate multi-touch input on desktop triggering W3C touch events,Ritual,touch|emulator|testing,0.5,0.5,0.0,0.5,0.65,,0,Touch event testing
HumanInput,libhunt-js,Gesture/Interaction,,library,https://js.libhunt.com/categories/98-gesture,Human input detection library for gestures,Ritual,gesture|input|detection,0.5,0.5,0.0,0.5,0.65,,0,Human input detection
westures,libhunt-js,Gesture/Interaction,,library,https://js.libhunt.com/categories/98-gesture,Modern multi-touch gesture library,Ritual,gesture|multi-touch|modern,0.5,0.5,0.0,0.5,0.65,,0,Modern gesture recognition
Dropzone,libhunt-js,Gesture/Interaction,,library,https://js.libhunt.com/libs/drag-and-drop,Easy drag-and-drop library with image previews and progress bars,Wall|Ritual,drag-drop|upload|file,0.5,0.5,0.0,0.5,0.65,,0,File upload for user avatars
SortableJS,libhunt-js,Gesture/Interaction,,library,https://js.libhunt.com/libs/drag-and-drop,Reorderable drag-and-drop lists for modern browsers and touch devices,Ritual|Wall,drag-drop|sortable|touch,0.5,0.5,0.0,0.5,0.65,,0,Sortable card deck interface
A-Frame,libhunt-js,XR/Spatial,,library,https://js.libhunt.com/aframe-changelog,Web framework for building VR experiences with HTML and Entity-Component system,Ritual|Orbs,vr|ar|webxr|html,0.5,0.5,0.0,0.5,0.65,,0,WebXR oracle experience
reveal.js,libhunt-js,Sliders/Presentation,,library,https://js.libhunt.com/categories/83-sliders,HTML presentation framework for creating stunning presentations,Wall|Constellation,presentation|slides|html,0.5,0.5,0.0,0.5,0.65,,0,Oracle card reveal presentations
Swiper,libhunt-js,Sliders,,library,https://js.libhunt.com/swiper-alternatives,Most modern mobile touch slider with hardware accelerated transitions,Wall,slider|touch|mobile,0.5,0.5,0.0,0.5,0.65,,0,Card carousel slider
Glide.js,libhunt-js,Sliders,,library,https://js.libhunt.com/glide-js-alternatives,Dependency-free JavaScript ES6 slider and carousel - lightweight flexible fast,Wall,slider|es6|lightweight,0.5,0.5,0.0,0.5,0.65,,0,Lightweight card carousel
Splide,libhunt-js,Sliders,,library,https://js.libhunt.com/compare-splide-vs-swiper,Lightweight flexible accessible slider/carousel in TypeScript,Wall,slider|typescript|accessible,0.5,0.5,0.0,0.5,0.65,,0,Accessible card carousel
Flickity,libhunt-js,Sliders,,library,https://js.libhunt.com/flickity-alternatives,Touch responsive flickable carousels,Wall,slider|touch|flickable,0.5,0.5,0.0,0.5,0.65,,0,Flickable card gallery
slick,libhunt-js,Sliders,,library,https://js.libhunt.com/compare-slick-vs-swiper,Fully responsive carousel with dependency on jQuery,Wall,slider|jquery|responsive,0.5,0.5,0.0,0.5,0.65,,0,Legacy jQuery carousel
PhotoSwipe,libhunt-js,Sliders,,library,https://js.libhunt.com/categories/83-sliders,JavaScript image gallery for mobile and desktop with touch gestures,Wall|Ritual,gallery|lightbox|touch,0.5,0.5,0.0,0.5,0.65,,0,Card image gallery viewer
impress.js,libhunt-js,Sliders/Presentation,,library,https://js.libhunt.com/categories/83-sliders,Presentation framework based on CSS3 transforms and transitions,Wall|Constellation,presentation|css3|3d,0.5,0.5,0.0,0.5,0.65,,0,3D presentation transitions
Quill,libhunt-js,Editors,,library,https://js.libhunt.com/quill-alternatives,Modern WYSIWYG editor built for compatibility - worlds #1 rich text editor,Wall,editor|rich-text|wysiwyg,0.5,0.5,0.0,0.5,0.65,,0,Content editing for oracle readings
ProseMirror,libhunt-js,Editors,,library,https://js.libhunt.com/prosemirror-alternatives,Well-behaved rich semantic content editor with collaborative editing,Wall|Infrastructure,editor|rich-text|collaborative,0.5,0.5,0.0,0.5,0.65,,0,Collaborative content editing
TipTap,libhunt-js,Editors,,library,https://js.libhunt.com/prosemirror-alternatives,Powerful rich text editor framework with modular architecture,Wall,editor|rich-text|modular,0.5,0.5,0.0,0.5,0.65,,0,Modern rich text editor
